Date,arabnews,cnbc,ei,ft,mees,oilprice
2024-03-20,"Closing Bell: Saudi main index rises to close at 12,619. Saudi Aramco reports second-highest net income of $121.3bn in 2023","Oil settles lower on weaker U.S. gasoline demand, Middle East update. Red Sea crisis could lead to global tanker shortage, Kuwait Petroleum CEO says","China Boosts Saudi Imports, Lands First Venezuelan Crude. Trans Mountain Expansion to Start Up in June. US Oil Production Levels Out. Oil Prices Fall as Market Digests Fed Rhetoric",Mining group Glencore records big rise in emissions,IEA Revises Up 2024 Global Demand Expectations. Adnoc Advances 9.6mn t/y Ruwais LNG,Oil Could Rise More than Anyone Expects This Year
2024-03-21,"Closing Bell: Saudi main index rises to close at 12,619. Saudi Aramco reports second-highest net income of $121.3bn in 2023","Oil settles lower on weaker U.S. gasoline demand, Middle East update. Red Sea crisis could lead to global tanker shortage, Kuwait Petroleum CEO says","Sudan Declares Force Majeure as War Hits Export Pipeline. Oil Moves Sideways, But Charts Point to Rally Ahead",Unlocking the potential of superhot rocks. UK-sanctioned oil trader enlists ex-Biden aide to thwart potential US sanctions,IEA Revises Up 2024 Global Demand Expectations. Adnoc Advances 9.6mn t/y Ruwais LNG,Oil Could Rise More than Anyone Expects This Year
2024-03-22,"Closing Bell: Saudi main index rises to close at 12,619. Saudi Aramco reports second-highest net income of $121.3bn in 2023",Republican lawmakers say green transition ‘cheerleader’ IEA has strayed from mandate. Oil prices slip on Gaza ceasefire talks,"Middle East Looms Larger for Euro Majors. India's February Crude Imports Fall. How Serious Are Russian Refinery Outages for Oil Markets?. After Touching Four-Month Peak, Oil Takes Breather. Ukraine: Russian Refineries a Legitimate Target. US Natural Gas Rig Count Falls to Two-Year Low. Gulf Drilling Activity Rises Despite Oil Production Cuts",US urged Ukraine to halt strikes on Russian oil refineries. Russia’s ‘dark fleet’ rejects navigators for perilous Danish straits,Saudi Red Sea Crude Exports To Europe Soar. Kuwaiti Crude Exports Shrink Amid Record Refinery Runs. China Crude Imports: Russia Well Ahead. Sudan Declares Force Majeure On Crude Exports After ‘Major Rupture’ In Key Pipeline. US Republicans Slam IEA Energy Transition Stance. Iraq: Crude Export Cut Pledge,Oil Could Rise More than Anyone Expects This Year
2024-03-23,"Closing Bell: Saudi main index rises to close at 12,619. Saudi Aramco reports second-highest net income of $121.3bn in 2023",Republican lawmakers say green transition ‘cheerleader’ IEA has strayed from mandate. Oil prices slip on Gaza ceasefire talks,"Middle East Looms Larger for Euro Majors. India's February Crude Imports Fall. How Serious Are Russian Refinery Outages for Oil Markets?. After Touching Four-Month Peak, Oil Takes Breather. Ukraine: Russian Refineries a Legitimate Target. US Natural Gas Rig Count Falls to Two-Year Low. Gulf Drilling Activity Rises Despite Oil Production Cuts",Oil executives talk down rapid shift to green energy as profits boom. Climate graphic of the week: World’s worst hotspot for oil pollution by ships,Saudi Red Sea Crude Exports To Europe Soar. Kuwaiti Crude Exports Shrink Amid Record Refinery Runs. China Crude Imports: Russia Well Ahead. Sudan Declares Force Majeure On Crude Exports After ‘Major Rupture’ In Key Pipeline. US Republicans Slam IEA Energy Transition Stance. Iraq: Crude Export Cut Pledge,Oil Could Rise More than Anyone Expects This Year
2024-03-24,"Closing Bell: Saudi main index rises to close at 12,619. Saudi Aramco reports second-highest net income of $121.3bn in 2023","India’s inflation, growth at risk from Red Sea crisis-driven oil price rise, government says. Oil prices rise as heightened geopolitical risk exacerbates supply concern. Top Wall Street analysts like these dividend stocks for portfolio income","Middle East Looms Larger for Euro Majors. India's February Crude Imports Fall. How Serious Are Russian Refinery Outages for Oil Markets?. After Touching Four-Month Peak, Oil Takes Breather. Ukraine: Russian Refineries a Legitimate Target. US Natural Gas Rig Count Falls to Two-Year Low. Gulf Drilling Activity Rises Despite Oil Production Cuts",The world is warming faster than scientists expected,Saudi Red Sea Crude Exports To Europe Soar. Kuwaiti Crude Exports Shrink Amid Record Refinery Runs. China Crude Imports: Russia Well Ahead. Sudan Declares Force Majeure On Crude Exports After ‘Major Rupture’ In Key Pipeline. US Republicans Slam IEA Energy Transition Stance. Iraq: Crude Export Cut Pledge,Oil Could Rise More than Anyone Expects This Year
2024-03-25,"Closing Bell: Saudi main index rises to close at 12,619. Saudi Aramco reports second-highest net income of $121.3bn in 2023","Oil little changed as markets weigh Russian supply woes. Morgan Stanley upgrades the energy sector, citing ‘compelling valuation’. Oil rises after Ukraine strikes Russian refineries, Moscow orders output cuts to meet OPEC+ pledge","TMX Tolls Look Expensive for Spot Crude Shippers. Venezuela Opposition Names New Candidate. Russia Widens Urals Discount Cap. Sinopec Forecasts Lower Refining, Chemicals Growth This Year. Oil Prices Rise Again as Ships, Refineries Targeted",World’s largest oilfield services group has no plans to leave Russia,Saudi Red Sea Crude Exports To Europe Soar. Kuwaiti Crude Exports Shrink Amid Record Refinery Runs. China Crude Imports: Russia Well Ahead. Sudan Declares Force Majeure On Crude Exports After ‘Major Rupture’ In Key Pipeline. US Republicans Slam IEA Energy Transition Stance. Iraq: Crude Export Cut Pledge,Oil Could Rise More than Anyone Expects This Year
2024-03-26,"Closing Bell: Saudi main index rises to close at 12,619. Saudi Aramco reports second-highest net income of $121.3bn in 2023","Oil prices slip as traders assess Ukraine drone strikes, Red Sea impact","India Grants Adnoc Export Rights Amid Strategic Storage Drive. Yemen's Houthis Threaten Riyadh. Oil Drifts Lower, Gasoline's Premium to Diesel Rises",A ‘critical year’ for the UK’s carbon capture ambitions. US and EU differ over the future of fossil fuel subsidies in OECD talks. Russia supplies oil to North Korea as UN sanctions regime nears ‘collapse’,Saudi Red Sea Crude Exports To Europe Soar. Kuwaiti Crude Exports Shrink Amid Record Refinery Runs. China Crude Imports: Russia Well Ahead. Sudan Declares Force Majeure On Crude Exports After ‘Major Rupture’ In Key Pipeline. US Republicans Slam IEA Energy Transition Stance. Iraq: Crude Export Cut Pledge,Oil Could Rise More than Anyone Expects This Year
2024-03-27,"Closing Bell: Saudi main index rises to close at 12,619. Saudi Aramco reports second-highest net income of $121.3bn in 2023",Oil prices up more than $1 a barrel on tighter supply outlook. JPMorgan says oil could rise to nearly $100 a barrel on Russia’s ‘surprising’ actions ahead .... Oil prices slip on U.S. crude stockpile increase. Oil falls as U.S. crude inventories surge,"PetroChina Eyes Limited Upstream, Refining Growth. Despite Bank Fears, China’s Russian Crude Buys Continue. US Oil Production Holds Steady. Oil Prices Deflate Heading Into Holiday Weekend",Ithaca Energy in exclusive talks for Eni’s UK upstream assets,Saudi Red Sea Crude Exports To Europe Soar. Kuwaiti Crude Exports Shrink Amid Record Refinery Runs. China Crude Imports: Russia Well Ahead. Sudan Declares Force Majeure On Crude Exports After ‘Major Rupture’ In Key Pipeline. US Republicans Slam IEA Energy Transition Stance. Iraq: Crude Export Cut Pledge,Oil Could Rise More than Anyone Expects This Year
2024-03-28,Oil Updates- prices advance as investors reassess US inventories data,"How this bull market could unravel and what to watch for, according to Larry McDonald",Russia Schedules Lower Diesel Exports for April. Oil Prices Push Higher Amid Tightening Balances. India's Venezuelan Oil Imports Set to Soar in April. TotalEnergies Details Iraq Megaproject Targets. Adnoc Pumps Oil From Belbazem Block. US Rig Count Retreats to Six-Week Low,Trafigura bribery details laid out in $127mn guilty plea agreement. New oil and gas projects expected to grow despite IEA warning,Saudi Red Sea Crude Exports To Europe Soar. Kuwaiti Crude Exports Shrink Amid Record Refinery Runs. China Crude Imports: Russia Well Ahead. Sudan Declares Force Majeure On Crude Exports After ‘Major Rupture’ In Key Pipeline. US Republicans Slam IEA Energy Transition Stance. Iraq: Crude Export Cut Pledge,Oil Could Rise More than Anyone Expects This Year
2024-03-29,Oil Updates — Crude rises more than $1 a barrel on tighter supply outlook,Morgan Stanley says the catch-up trade in energy can continue and names its top picks ...,Russia Schedules Lower Diesel Exports for April. Oil Prices Push Higher Amid Tightening Balances. India's Venezuelan Oil Imports Set to Soar in April. TotalEnergies Details Iraq Megaproject Targets. Adnoc Pumps Oil From Belbazem Block. US Rig Count Retreats to Six-Week Low,Trafigura bribery details laid out in $127mn guilty plea agreement. New oil and gas projects expected to grow despite IEA warning,Qatar LNG Shipper Nakilat Sets Course For Expansion With 25-Vessel Charter Agreement. Lower Prices Spur Asian LNG Import Surge. Opec+ Voluntary Cuts: When Might They Be Eased?. Opec Revenues Fall By $160bn In 2023,Oil Could Rise More than Anyone Expects This Year
2024-03-30,Oil Updates — Crude rises more than $1 a barrel on tighter supply outlook,Investor Tribeca presents Glencore with ideas to raise shareholder value – How it may unfold,Russia Schedules Lower Diesel Exports for April. Oil Prices Push Higher Amid Tightening Balances. India's Venezuelan Oil Imports Set to Soar in April. TotalEnergies Details Iraq Megaproject Targets. Adnoc Pumps Oil From Belbazem Block. US Rig Count Retreats to Six-Week Low,Trafigura bribery details laid out in $127mn guilty plea agreement. New oil and gas projects expected to grow despite IEA warning,Qatar LNG Shipper Nakilat Sets Course For Expansion With 25-Vessel Charter Agreement. Lower Prices Spur Asian LNG Import Surge. Opec+ Voluntary Cuts: When Might They Be Eased?. Opec Revenues Fall By $160bn In 2023,Oil Could Rise More than Anyone Expects This Year
2024-03-31,Oil Updates — Crude rises more than $1 a barrel on tighter supply outlook,Oil holds onto gains as investors bet on tighter supply,Russia Schedules Lower Diesel Exports for April. Oil Prices Push Higher Amid Tightening Balances. India's Venezuelan Oil Imports Set to Soar in April. TotalEnergies Details Iraq Megaproject Targets. Adnoc Pumps Oil From Belbazem Block. US Rig Count Retreats to Six-Week Low,Trafigura bribery details laid out in $127mn guilty plea agreement. New oil and gas projects expected to grow despite IEA warning,Qatar LNG Shipper Nakilat Sets Course For Expansion With 25-Vessel Charter Agreement. Lower Prices Spur Asian LNG Import Surge. Opec+ Voluntary Cuts: When Might They Be Eased?. Opec Revenues Fall By $160bn In 2023,Oil Could Rise More than Anyone Expects This Year
2024-04-01,Oil Updates — Crude rises more than $1 a barrel on tighter supply outlook,"Oil gains on upbeat manufacturing data, escalating Middle East tensions. Oil prices rise amid reports Iranian consulate hit by missile strike in Damascus","India March Diesel Use Falls, Gasoline Rises. Japan Imports More UAE Crude at Expense of Saudi Grades. Deep Freeze Knocks US Oil Output Off Record Pace: EIA. US Expands Net Exporter Status in January: EIA. China Outlook Improves Bullish Slant to Oil Price Curve","AI revolution will be boon for natural gas, say fossil fuel bosses",Qatar LNG Shipper Nakilat Sets Course For Expansion With 25-Vessel Charter Agreement. Lower Prices Spur Asian LNG Import Surge. Opec+ Voluntary Cuts: When Might They Be Eased?. Opec Revenues Fall By $160bn In 2023,Oil Could Rise More than Anyone Expects This Year
2024-04-02,Oil Updates — Crude rises more than $1 a barrel on tighter supply outlook,"OPEC+ likely to ‘continue to roll over’ with its voluntary oil production cuts, consultancy says. Oil gains as market buffeted by supply worries. Jim Cramer tracks correlations between cocoa, crude oil and the S&P 500. Energy stocks rise after crude oil prices touch five-month highs. Energy might be the ‘story of the summer,’ one chief investment officer says. Here’s how .... U.S. crude oil cracks $85 to hit highest level since October as geopolitical tensions mount","Cheaper Urals Takes Center Stage as US Tightens Sanctions. Ukrainian Drone Hits Russia's Third-Largest Refinery. Mexico's Maya Cut Could Tighten US Gulf Coast Market. Chevron, PDVSA Start Up Venezuela Drilling Program. Supply Concerns Put Oil Prices on Path to $90",Gas pioneer Charif Souki ordered to repay $100mn after loan default. EU exits winter with gas storage at record levels. Shell appeal against landmark climate ruling kicks off in Dutch court,Qatar LNG Shipper Nakilat Sets Course For Expansion With 25-Vessel Charter Agreement. Lower Prices Spur Asian LNG Import Surge. Opec+ Voluntary Cuts: When Might They Be Eased?. Opec Revenues Fall By $160bn In 2023,Oil Could Rise More than Anyone Expects This Year
2024-04-03,"Pakistan’s stock market records highest closing as inflation eases, investment in securities increases","U.S. to say Indian refineries help make Russia oil price cap work. Oil holds to gains as market monitors OPEC+ policy, geopolitical tensions. 5 things to know before the stock market opens Wednesday","Brent Pushes Above $89 as Geopolitical Tensions Churn. Aramco, Adnoc Scope Out Indian Oil Storage. US Oil Production Stays at 13.1 Million b/d. Opec-Plus Holds Steady on Output, Targets Compliance. Abu Dhabi Fund Snaps Up Adnoc Pipeline Stake",Is synthetic natural gas any better than the real thing?,Qatar LNG Shipper Nakilat Sets Course For Expansion With 25-Vessel Charter Agreement. Lower Prices Spur Asian LNG Import Surge. Opec+ Voluntary Cuts: When Might They Be Eased?. Opec Revenues Fall By $160bn In 2023,Oil Could Rise More than Anyone Expects This Year
